image_path,category,subcategory,full_label
Data\Hazardous\e-waste\outlined-compact-fluorescent-light-bulbs-stock-illustrations_csp49558453 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\outlined-compact-fluorescent-light-bulbs-stock-illustrations_csp49558453.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\page_1 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\page_1.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Parts_of_CFL_large - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Parts_of_CFL_large.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\pile-o-light-bulbs-1024x683 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\pile-o-light-bulbs-1024x683.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\r-illustrations-set-different-lightbulb-types-with-various-shapes-2035328045 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\r-illustrations-set-different-lightbulb-types-with-various-shapes-2035328045.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\rcury-lamps-e-waste-environmental-pollution-crime-dirty-broken-old-128643963 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\rcury-lamps-e-waste-environmental-pollution-crime-dirty-broken-old-128643963.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\reciclaje-industrial-portada - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\reciclaje-industrial-portada.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Reciclaje_electronico_categorias_inglC3A9s.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2199207751 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\rk-background-the-concept-of-recycling-and-disposal-of-electronic-2199207751.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\S4cyF6X8zyxWbqHjnI83ICAtzm6CgAqDFVIA9UZG95I.JPG.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\sddefault - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\sddefault.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\set-different-types-light-bulbs-incandescent-compact-fluorescent-lamp_223337-667 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\set-different-types-light-bulbs-incandescent-compact-fluorescent-lamp_223337-667.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\shutterstock_101806765-Bulbs - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\shutterstock_101806765-Bulbs.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\shutterstock_139275554-1024x600 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\shutterstock_139275554-1024x600.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\shutterstock_29134336 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\shutterstock_29134336.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Solutions-to-e-waste-problems1 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Solutions-to-e-waste-problems1.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-electronic-waste-and-garbage-for-recycling-1675112317 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-electronic-waste-and-garbage-for-recycling-1675112317.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-681808615.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-with-space-for-text-681808597 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-hazardous-waste-on-a-black-background-with-space-for-text-681808597.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969345.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\t5-recycling - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\t5-recycling.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\uter-gold-as-ingredient-motherboards-e-waste-problem-environmental-279793363 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\uter-gold-as-ingredient-motherboards-e-waste-problem-environmental-279793363.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\waste - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\WASTE-superJumbo - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\WASTE-superJumbo.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\waste.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\What-is-e-waste-Great-Lakes-Electronics-Corporation-collection.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\what_are_cfl_bulbs_and_where_should_they_be_used - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\what_are_cfl_bulbs_and_where_should_they_be_used.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\What_is_electronic_waste_recycling - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\What_is_electronic_waste_recycling.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\_108381526_mediaitem108381525 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\_108381526_mediaitem108381525.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\_elektroschrott_hardware_kp_1200_a97c5f3517_8f5684198f6489c7d84856d3efe3ad10 - Copy.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\_elektroschrott_hardware_kp_1200_a97c5f3517_8f5684198f6489c7d84856d3efe3ad10.jpg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\box1-img - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\box1-img.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\bulbs_2 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\bulbs_2.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\cfl-product-family - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\cfl-product-family.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Compact-Flourescent-Lighbulb - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Compact-Flourescent-Lighbulb.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\E-waste - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\E-waste.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Electronic-waste-1 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Electronic-waste-1.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Ewaste - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Ewaste-1602590536972 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Ewaste-1602590536972.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ewaste-type - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ewaste-type.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Ewaste.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Featured-pictures-for-webiste11 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Featured-pictures-for-webiste11.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\fluorescent20lights20hero - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\fluorescent20lights20hero.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\fluorescentlights - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\fluorescentlights.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\image31 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\image31.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\incandescent-led-cfl - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\incandescent-led-cfl.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Incandescent_and_fluorescent_light_bulbs - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Incandescent_and_fluorescent_light_bulbs.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Is-it-hazardous-waste...flourescent-light-bulbs - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Is-it-hazardous-waste...flourescent-light-bulbs.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\LED20vs20Fluorescent20Image20202120Blog20Sized - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\LED20vs20Fluorescent20Image20202120Blog20Sized.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\lightbulbs - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\lightbulbs.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ling-electronic-waste-electronics-hazardous-waste-recycle-computer-recycling - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ling-electronic-waste-electronics-hazardous-waste-recycle-computer-recycling.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Mercury-bulb-ban-1024x341 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\Mercury-bulb-ban-1024x341.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ng-electronic-waste-electronics-recycle-bin-miscellaneous-computer-recycling - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\ng-electronic-waste-electronics-recycle-bin-miscellaneous-computer-recycling.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\post_lighting_waste - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\post_lighting_waste.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\recycle-e-waste-new-aug-22 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\recycle-e-waste-new-aug-22.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\recycle-old-phones-1617128956 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\recycle-old-phones-1617128956.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\sustainability-15-01837-g001 - Copy.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\sustainability-15-01837-g001.png,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\17175 - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\17175.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\AdobeStock_271026267 - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\AdobeStock_271026267.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\CFL-Broken-Bulb-scaled - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\CFL-Broken-Bulb-scaled.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852 - Copy.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\e-waste\going-greener-by-recycling-burnt-out-bulbs-1523856076-3781852.jpeg,Hazardous,e-waste,Hazardous_e-waste
Data\Hazardous\paints\1-s2.0-S2589004221010828-fx1.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\10-Non-Hazardous-Waste-Disposal-Methods.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\10123-cover-barrel.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\14580596996402728873807_600.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\15-new.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\18109287.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\200x177-hazardous-waste-items.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\20141208-02b_tcm100-1373849.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\25375296_web1_HHW-jsj-210608_1.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\3021738.JPG.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\33-FT0807GageDiagramLG.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\391w_e-waste-2049017_1280.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\41LxYlhuRLL._AC_UF10001000_QL80_.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\50215931-hazardous-waste-paints-and-varnishes.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\51AhrzGd8gL._AC_UF8941000_QL80_.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\51V5ThxCh2L._AC_SL1035_.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\5350017_image_10_46.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\5350017_image_2_46.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\640px-White_spirit.JPG.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\712jw2JuLGL.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\8.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\81B8lITyDxL._AC_UF10001000_QL80_.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\81YecOeujXL._AC_SL1500_.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\8e22955011cf8d6d8ac7d13a1e62a2ee_XL.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\9769-DS-19-0131_Household-Hazardous-Waste.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\984.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\aerosolrecycling.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\aerosol_170164178_small-250x167.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\bottles234.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\buckets-with-paint-dirty-glass-jars-brushes-spray-gun-solvents-and-other-art-supplies-2R3WH8J.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\BX_Lacke-Makros-12_1110px.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Cans-for-solvent-waste.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Chemic7.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\ChromaGlast-Sub-Solvent-Category.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\CitrusSolvent_Collection_RealMilkPaintCo_Web_2019_b4440ba8-7140-4254-8c06-eb0c61a89993.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Composition-of-Solvent-borne-Paints_Q320.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\CONTGLAS.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\coschemicalcleanout-222.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\deco-shine-paint-solvent-385994667-b0zph.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\empty-paint-cans-waiting-disposal-los-angeles-california-52298309.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\EWM_paint_2007.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\haz.JPG.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\hazardous-waste-l.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\hazardous2Bhousehold2Bmaterials.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\hazardouswaste_paints.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\hhw.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\household-hazardous-waste.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\household-hazardous-wastes.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\HouseholdHazWaste.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\how-to-dispose-of-aerosol-cans-safely-header.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\how-to-manage-hazardous-waste-in-auto-body-and-paint-shops.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\How-Water-based-paints-is-better-when-wompared-with-solvent-based-paints-1024x640.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Imagen-Ecobiofor.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\IMG_1527-1024x668.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\INF6348-Hazardous-Waste-banner-855x380-4-v2__ResizedImageWzg5MCwzOTZd.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\jp33a6-3.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\m4_ss10_fig10.7.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\maxresdefault.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\maxresdefault2.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\maxresdefault3.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Methylated-rubber2_pdp_Thinners-1.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Mineral-Spirits-vs.-Paint-Thinner-Mineral-Spirits-are-More-Effective.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Mixed_Brand_Solvents_Atmos_2.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Mixed_Brand_Solvents_Atmos_3.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\North_Seattle_Household_Hazardous_Waste_Collection_Facility_01.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\NOVDEC18_WEB_Science-Chemicals_AdobeStock_175995879_Creid-makcoud.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\o-PAINTING-570.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Oil-Painting-Solvent.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\oil-painting-without-solvents.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Orange-and-Lavender-group-1.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\p1dnoa0gj61o916ae19thirg155k6.jpg.optimal.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\page_1.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\page_image.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\page_image2.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\paint-cans-household-hazardous-waste.jpg,Hazardous,paints,Hazardous_paints
Data\Hazardous\paints\Paint-Disposal-scaled.jpg,Hazardous,paints,Hazardous_paints
